sagenid;werkid;sagennummerimwerk;titel;sagenkategorie;sagengruppe;ortschaft;longitude;latitude;volltext;buchtitel
412;3;163;163. Limburgs Entstehung;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Speyer;8.4;49.35;163. Limburgs Entstehung.An der Stelle des spätern Klosters Limburgstand ehedem eine Burg. Jhr Name rührt wohlvon den Linden her, womit der Berg früher bewach-sen war, wie sie denn auch vor alters Lindburghieß.Die Überlieferung berichtet, der erstgeboreneSohn Kaiser Konrads II., auch Konrad mit Namen,habe hier auf der Jagd durch einen unglücklichenSturz von einem Felsen das Leben verloren. DerKaiser sei durch seine Gemahlin, die fromme Gisela,bewogen worden die Todesstätte des geliebtenSohnes zu heiligen und die Stammburg in einGotteshaus umzuwandeln. Gerne habe Konraddiesen Wunsch seiner Gattin erfüllt und am 12. Juli1030 den Grundstein gelegt.Weiter wird erzählt: Nüchtern ritt der Kaiserin Gegenwart eines zahlreichen Gefolges von derLimburg, wo die Feier vor Tagesanbruch stattge-funden hatte, nach Speyer und legte an derStelle, wo die frühere Kirche stand, den Grundsteinzum Dome, desgleichen auch zu einer zweiten Kirchedaselbst.;Pfälzisches Sagenbuch
413;3;164;164. Das Kloster Rosenthal;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Göllheim;8.01423;49.57587;164. Das Kloster Rosenthal.Auf der Landstraße von Grünstadt nachGöllheim gelangt man bei Kerzenheim aufschmalem Waldwege in ein enges Tälchen, in wel-chem etwa dreiviertel Stunden waldeinwärts dasgraue, gotische Türmlein des ehemaligen Klo-sters Rosenthal aus dem Schatten der Bäumetrauernd hervorragt. Eberhard II., Graf vonEberstein, und seine Gattin Adelinde waren dieStifter desselben. Der Name soll aus dem Wappen-schilde der Grafen von Eberstein, welche eine Rosein weißem Felde führten, entlehnt worden sein.Dagegen hielten die Nonnen von Rosenthalan der Sage, es seien, als man mit dem Bau desKlosters mitten im Winter beschäftigt war, blü-hende Rosen in den Gesträuchen gefunden und da-her dem Kloster der Name beigelegt worden.;Pfälzisches Sagenbuch
414;3;165;165. Die Rosentreppe;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Rosentreppe;0.0;0.0;"165. Die Rosentreppe.Die fromme Gräfin Emma, die Gemahlin einesherzoglichen Oberjägermeisters in Zweibrücken,besuchte oft die Hütten der Armut um Hungrige zuspeisen und Kranke zu laben. Aber ihr Gemahl,Graf Rupprecht, war ein rauher und hartherzigerHerr. Er verwies ihr oft ihre wohltätige Gesin-nung und sagte mit barschem Tone, es sei für einevornehme Frau unschicklich die Winkel des Elendsaufzusuchen.Die fromme Frau wollte mit ihrem Gatten inFrieden leben und so suchte sie manchmal ohne seinWissen ihre Liebe zu den Notleidenden zu betätigen.Wenn der Graf auf Jagd dem Wilde nachspürte,forschte die Gräfin nach hilfsbedürftigen Kranken.Einmal wollte sie an einem kalten Wintertageeinem armen, kranken Manne in einem Nachbar-orte ein Labsal bringen. Da begegnete ihr auf derSchloßtreppe der Graf. Er vermutete gleich, wasvorgehen sollte, und fuhr die sanfte Frau hart an:,,Wo willst du hin? Was trägst du in deinemKorbe?"" ,,Ach, Herr!"" stotterte die erschrockene Frau.,,Nun,"" fragte er heftiger, ,,was ist das?"" ,,Rosen!""erwiderte sie in ihrer Verwirrung, nicht bedenkend,daß es Winter sei. ,,Was? Jetzt Rosen?"" rief derrauhe Weidmann. Sogleich entriß er das Körb-chen und öffnete es. Aber, o Wunder! als er denDeckel wegnahm, dufteten ihm in der Tat Rosenentgegen. Der Graf erstaunte und sah bald seineGemahlin, bald die Rosen an. Jetzt erkenne ich,welch edle Frau ich befize,"" rief er aus. ,,Du bistein Engel. Verzeihe mir! Du wirst mich in Zu-funft anders finden.""So war es auch. In der Folge wußte mannicht, wer am wohltätigsten zu nennen sei, derGraf oder seine Gemahlin. Von der Treppe, aufwelcher die wundersame Begebenheit stattgefundenhat, ist keine Spur mehr da. Aber das Volk nenntnoch heute die Stelle, wo sie gestanden, dieRosentreppe.";Pfälzisches Sagenbuch
415;3;166;166. Der Roßsprung bei Speyer;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Otterstadt;8.47249;49.39412;"166. Der Roßsprung bei Speyer.Einmal ritten zwei Ritter zum Tore der StadtSpeyer hinaus, die Köpfe warm von einem Ge-lage, dem sie beigewohnt hatten. Da sagte der eine,Friz von Rinkenberg, in plößlicher Aufwallungjugendlicher Ungeduld: „Ist es doch, als seien unsereRosse schon tagelang auf den Beinen! Das mag ichnicht leiden! Wohlan, wir wollen, um die trägenTiere fühlen zu lassen, daß sie Ritter tragen, undum nicht selbst einzuschlafen, ein Wettrennen be-ginnen. Was gilt's, mein Rappe ist schneller alsdein Schimmel? Sieh, diese Kette, der Preis mei-nes Sieges beim letzten Wormser Turnier, ist dein,wenn du mir vorkommst."" Hans von Otterstadt,sein Begleiter, ließ sich den Vorschlag gefallen. Nach-dem auch er seinen Teil in die Wette gegeben hatte,nahm das Rennen den Anfang.Dumpf grollte die Erde unter den mächtigenHufschlägen der flüchtigen Renner; Staub wirbelteempor, einer Wetterwolke vergleichbar, aus welcherder Schlag der Hufe Blizze entsendete. Immerschneller flogen die Reiter dahin; doch keinem ge-lang es dem andern vorauszukommen. Endlich ge-riet der ehrgeizige Rinkenberg, der seines Siegesgewiß war, in Wut und suchte durch die Schärfeseines Sporns den Rappen zum schnellsten Laufeanzutreiben. Schaum und Blut mischten sich amBauche des gehetzten Tieres. Vom Schmerze zurVerzweiflung gebracht, raffte es seine letzten Kräftezu einem gewaltigen Satze zusammen. Aber dannstürzte es mit größter Wucht auf den Boden um niemehr aufzustehen. Der Ritter hauchte neben demtoten Rosse mit zerschmettertem Gehirne ebenfallsden Geist aus.Seitdem hört man zuweilen auf der Stelle, woder Ritter und sein Rappe fielen, das Röcheln einesverscheidenden Menschen und das Schnauben einessterbenden Rosses. Der Ort aber, wo dies geschah,heißt heute noch der Roßsprung.";Pfälzisches Sagenbuch
416;3;167;167. Das Fuchsloch oder Gnadenwasser bei Zeiskam;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Zeiskam;8.24722;49.23278;"167. Das Fuchsloch oder Gnadenwasser bei Zeiskam.Bei Zeistam, das durch seinen ausgedehn-ten Gemüse- und Gewürzpflanzenbau bekannt ist,stand ehemals das Schloß der Herren von Zeiskam.Eines Morgens, noch früh im Jahre, kam einaltes Mütterchen aus dem Dorfe zu dem Ritter aufdie Burg und brachte ihm ein Körbchen mit gelbenRüben zum Geschenke. Der Ritter freute sich nichtwenig darüber, lobte die Schönheit der Möhren undsagte, die Leute im Dorfe sollten ja recht viel vondiesem trefflichen Gemüse bauen. Für das Geschenkaber möge sie sich selbst eine Gnade ausbitten.Das Mütterchen benützte die günstige Stim-mung des Ritters um für das ganze Dorf ein gutesWerk zu stiften. Die Zeiskamer hatten nämlich,obwohl damals ebenso wie heute die Queich durchihren Bann floß, kein Wasser in unmittelbarerNähe des Dorfes. Daher sagte die Alte: „HerrRitter, ich würde wohl um eine Kleinigkeit bitten,allein ich habe nicht den Mut dazu. Wenn wir dashätten, so wollten wir aus unsern Feldern Gärtenmachen."" ,,Sprecht, Alte!"" ermunterte sie der gutgelaunte Herr, ,,ich will gerne Euern Wunsch er-füllen."" ,,So gebt uns so viel Wasser, als durch einFuchsloch fließt!"" bat die Alte. ,,Sollt's haben!""entgegnete der Ritter und gab sogleich Befehl, ineinen Stein ein Loch von der Größe eines Fuchs-loches zu hauen, denselben in das Ufer der Queicheinzusetzen und so dem Felde und dem Dorf dasnötige Wasser zufließen zu lassen.Es geschah und davon schreibt sich ein Teil desWohlstandes der Gemeinde her. Das Loch amQueichufer heißt Fuchsloch noch heutigen Tages.";Pfälzisches Sagenbuch
417;3;168;168. Die Felsenkirche zu Oberstein;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Disibodenberg;7.70152;49.77708;"168. Die Felsenkirche zu Oberstein.über das Städtchen Oberst ein an der Naheragt eine steile Felswand zum Teil senkrecht empor.In sie hinein ist eine Grotte eingesprengt, in derdas weithin bekannte Felsenkirchlein steht. Diehintere Wand desselben bildet gewachsener Steinund daraus sprudelt ein lebendiger Quell. An derSpitze des Felsens liegen die Trümmer der altenBurg Oberstein.Einst wohnten dort in Eintracht zwei Brüder,die Grafen Emich und Wyrich von Oberstein. Emichliebte das Burgfräulein Berta, die hübsche Tochterdes Ritters von Lichtenberg (bei Kusel) undihr Vater segnete die Liebe der beiden Glücklichen.Wyrich aber wußte nichts von der Herzensneigungseines Bruders.Während nun Emich sich einmal auf der Reisebefand, kam Wyrich auf einem Jagdzuge vor dieMauern der Lichtenburg. Mit Freuden wurde erim Schlosse empfangen und sah hier zum ersten Maledie anmutige Berta; er schwur, als er das Tor desLichtenbergers hinter sich ließ, daß nur sie seine Ge-mahlin werden solle.Als nun Emich von seiner Reise zurückgekehrtwar, wollte er seine seither geheim im Herzen ge-tragene Liebe nicht länger verbergen und erzählteseinem Bruder davon, auch daß Bertas Vater seineZustimmung zu dem Bunde gegeben habe. Da ent-stellen sich die Züge Wyrichs und rasend vor Eifer-sucht faßt er den Bruder, schleppt ihn zum Fensterund stürzt ihn mit starker Hand in den furchtbarenAbgrund.Nach der Tat erwachte bald die Reue; abernirgends konnte der Mörder Ruhe finden. Auf demLichtenberg schlossen sich bald die altersmüdenAugen des Burgherrn und seine Tochter suchte Trostin einer Klause am Disibodenberg; doch nichtlange dauerte es, so brach ihr der Gram das Herz.Wyrich aber irrte ruhelos in der weiten Weltumher, bis ihm ein Einsiedler den Rat gab, er solletun, was er im Traume geheißen werde. Und erhatte wirklich in der Nacht eine Erscheinung. Daward er ruhiger, zog heim und hämmerte undmeißelte mit eigener Hand in der halben Höhe desFelsens eine Grotte aus. Und als sich der Quellzeigte, da wurde der stille Büßer heiter und lächelte,als sei er erhört. Nachdem endlich das Kirchleinfertig war und zum ersten Male darin das Hochamtgehalten werden sollte, da fand man ihn tot vor demAltare und auf seinem Antlik lag seliger Frieden.";Pfälzisches Sagenbuch
418;3;169;169. Der Abt Jakob von Hornbach;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Altheim;8.63681;48.45471;"169. Der Abt Jakob von Hornbach.Ein Adeliger war in seinem Herzen von Liebeentbrannt zu einer schönen Jungfrau. Er verab-redete mit ihr sie aus dem Hause ihrer Eltern zuentführen. Sie willigte gerne ein und eines Tageswurde der Plan verwirklicht. Doch der Arge hattenicht Gutes im Sinn; er flüchtete mit der Jungfrauweit in den Wald und wollte ihr dort ein Bösesantun. Sie weinte und bat um Schonung, dochalles war vergebens.Da erschien plötzlich der heilige Pirminius wieein rettender Engel. Er befand sich gerade auf derRückkehr von Pirmasens nach Medelsheim.Der Entführer floh und die Jungfrau war gerettet.Voll Dankbarkeit versprach sie dem frommen Gottes-mann in ein Kloster zu gehen und sich ewig demHerrn als Braut zu verloben.Dem Flüchtigen aber ließ seine Freveltat keineRuhe und nach langem Umherirren kam er endlichnach Hornbach und klopfte an die Pforte desKlosters. Er begehrte Einlaß und Aufnahme alsreuiger Büßer. Die wurden ihm auch gewährt undbald war der ehemalige Sünder ein frommer Mönchund ein großer Freund des heiligen Pirminius.Und als dieser starb und in die Gruft eingesenktwar, versammelten sich die Brüder zur Wahl einesAbtes. Alle Stimmen fielen auf Bruder Jakob,den Freund des Heiligen, der einst als Büßer Auf-nahme gefunden hatte in der stillen Klosterzelle.Einmal trat Abt Jakob noch betend an diePforte des Klosters; da stand vor ihm eine Jung-frau in weißem Schleier. Sofort erkannte er Adulawieder, die er einst so schwer gekränkt hatte, und batum Verzeihung seiner Schuld. Und sie antworteteihm: Ich bin gekommen um mich an Eurer Fröm-migkeit zu erbauen und will endlich mein Ver-sprechen erfüllen: dem heiligen Pirmin ein Denk-mal setzen und meine Güter dem Kloster schenken.“Später ließ sie an dem Plate, wo St. Pirminihr Schutz und Rettung brachte, ein Kirchlein er-bauen; es ist die Kirche zu Altheim.";Pfälzisches Sagenbuch
419;3;170;170. Das Dietrichskirchel;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Dietrichskirchel;0.0;0.0;"170. Das Dietrichskirchel.An der Straße von Rülzheim nachRheinzabern in der Nähe der Rottenbach-brücke liegt eine kleine Bodenerhebung, zu der einealte Steintreppe emporführt. Man gelangt aufeinen mäßig großen, freien Platz, in dessen Mitteein hohes, steinernes Kruzifix steht. Hinter dem-selben ist ein alter Sandstein aufgerichtet, der anden Seiten einige Wappen und Schriftzeichen trägt,die kaum mehr zu deuten sind. Von Westen herkommt aus dem Walde ein Weg, der Ochsen weg.Weit, weit hinter dem Walde wohnte einst einreicher Mann. Der gab vor seinem Tode folgendesVermächtnis: ,,Wenn ich gestorben bin, soll manmeinen Leichnam auf einen Leiterwagen bringen,den Sarg daran festbinden und zwei ungelernteOchsen einspannen. Nach der Einsegnung lasse mandie Tiere laufen. Da, wo sie halten, will ich be-graben sein und an dem Orte soll ein Kirchlein er-stehen, das meinen Namen trägt.""Als nun der Mann gestorben war, verfuhr manso, wie er bestimmt hatte. Von weit her kamen daeines Tages die zwei Ochsen mit dem Leichnam denWald herunter. An der Stelle, wo heute zwischenRülzheim und Rheinzabern das große, steinerneKreuz steht, brachen die Tiere erschöpft zusammen.Gar schnell wurde die Ankunft des sonderbaren Ge-fährtes im Dorfe bekannt. Wagen und Sarg bliebeneinstweilen unberührt. Was mit den Ochsen geschah,weiß man jetzt nicht mehr.Nach einigen Tagen kam desselbigen Weges,den die Tiere genommen hatten, ein Mann undbrachte Kunde von dem Vermächtnisse des Toten.Der wurde nun feierlich bestattet und über seinemGrabe erhob sich bald das Dietrichskirchlein. All-wöchentlich las man darin eine Messe und amRochustage versammeln sich heute noch Frauen undKinder an dem Kreuz um zu beten.In der ersten Hälfte des vorigen Jahrhundertsaber wurde das Dietrichskirchlein abgebrochen undmit seinen Steinen das jetzige Chor der Dorfkircheerbaut. Doch heute noch spricht man vom Diet:richskirchel und meint damit den Ort, wo eswirklich einmal stand.";Pfälzisches Sagenbuch
420;3;171;171. Die verkehrte Kirche;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Aschbach b. Kaiserslautern;0.0;0.0;171. Die verkehrte Kirche.In dem ehemaligen Aschbach bei Trippstadtlebte einst eine sündhafte Gräfin. Auf ihrem Todes-bette bereute sie ihren Lebenswandel und versprachihrem Beichtvater eine fromme Stiftung. Doch wissesie nicht, was und wie und wohin sie es geben solle.Da riet ihr der Beichtvater, ein ungewöhntesPaar Ochsen laufen zu lassen und auf der Stelle,wo sich dieselben zwischen elf und zwölf Uhr desMittags lagern, eine Kapelle zu erbauen. Dies seidie Offenbarung von Gottes Willen.Des Priesters Rat ward befolgt und die Ochsenließen sich auf der höchsten Stelle des Kreuzerbergesbei Schmalenberg nieder und hier erstand nundie verkehrte Kirche, so genannt, weil sie nachmenschlicher Einsicht nicht hier hätte erbaut werdensollen.;Pfälzisches Sagenbuch
421;3;172;172. Die Wolfskirche bei Bosenbach;B. Von pfälzischer Landes-, Orts- und Familiengeschichte.;II. Von Gründungen, Stiftungen und Ortsbenennungen.;Bosenbach;7.50549;49.54015;172. Die Wolfskirche bei Bosenbach.Zwischen den beiden Dörfern Bosenbach undFriedelhausen liegt hart an der Straße einFriedhof mit einem alten Turm, die Wolfs=kirche genannt. Hinter dem Tore der Mauer ge-wahrt man ein Raubtier, in Stein gehauen, wie esein anderes Tier, ein Lamm oder Reh, niederdrückt.Davon geht eine alte Sage.Felsenkirche zu Oberstein.3u Nr. 168.Vom Bergeshang sprang einst in raschen Sätzenein Reh ins Tal hinab. Es bebte und zitterte undsein Auge irrte hilfesuchend umher. Hinter ihmfolgte ein gieriges Raubtier, ein Wolf, in Windes-eile. Das Reh setzte über den Bach, der das Taldurchfließt, um so seinem Feinde zu entrinnen. Dochder jagte ihm nach und das gehetzte Wild strebtenun der andern Höhe zu. Am Fuße des Bergesmacht es plötzlich Halt und es scheint, als wolltenihm seine Kräfte vergehen. Zu weit noch ist's biszum nächsten Wald.Da rafft es sich noch einmal auf. Vor ihm liegtein einsames Kirchlein und in seiner Angst springtdas Tier durch die offene Pforte, hinein ins Gottes-haus und sinkt todmüde am Altar nieder. Doch auchder Wolf folgt. Wie er aber zur Tür hineinguckt,da wendet er sich um und flieht mit Geheul, als seiihm der Jäger mit Pfeil und Bogen auf der Spur.Das Kirchlein erhielt nun den Namen Wolfs=firche und der einsame Turm heißt noch heute so.Das Volk weiß auch von silbernen Glocken zu be-richten, die er einst trug und die jetzt irgendwo intiefem Grund begraben liegen.;Pfälzisches Sagenbuch
